task,disruption,obs_mode,human_model,policy_kind,snapshot,filter_snapshot,filter_threshold,seeds,episodes_per_seed,n_episodes,n_steps,git_sha,timestamp_utc,success_rate,success_rate_ci_lo,success_rate_ci_hi,episode_reward_mean,episode_reward_ci_lo,episode_reward_ci_hi,mean_episode_length,steps_to_completion,steps_to_completion_ci_lo,steps_to_completion_ci_hi,ep_proximity_violation_rate,ep_proximity_violation_rate_ci_lo,ep_proximity_violation_rate_ci_hi,ep_ssm_violation_rate,ep_ssm_violation_actual_rate,ep_ssm_violation_actual_rate_ci_lo,ep_ssm_violation_actual_rate_ci_hi,ep_pfl_violation_rate,ep_time_in_proximity_0p3m,ep_time_in_proximity_0p5m,ep_time_in_proximity_1p0m,ep_min_separation,ep_min_separation_ci_lo,ep_min_separation_ci_hi,ep_min_separation_lowest,ep_mean_separation,ep_p5_separation,ep_p25_separation,ep_min_ssm_margin,ep_min_ssm_margin_actual,ep_max_robot_vel,ep_mean_robot_vel,ep_time_to_first_violation,pfl_violations_per_region_json,cvar95_ep_cost_integral,mean_ep_cost_integral,cvar95_ep_min_separation,p99_ep_min_separation,p5_ep_min_separation,filter_intervention_rate,filter_intervention_rate_ci_lo,filter_intervention_rate_ci_hi,filter_passthrough_rate,mean_per_episode_interventions,mean_q_value,n_interventions,filter_fallback
saucepan_to_hob,coworker_eval,noisy,g1,cqn_as,/home/ap2322/Documents/safety_bigym/exp_local/fixed_lambda/fixlam_0p1/lam0p1_seed0/snapshot_30546.pt,,,"0,1,2",20,60,31466,c32feef,2026-06-05T21:56:55.800556+00:00,0.7,0.5833333333333334,0.8166666666666667,-10.263004189752229,-14.250682067182172,-6.684062447909648,524.4333333333333,320.6190476190476,310.42857142857144,335.7392857142857,0.057933315677211474,0.03445069984008218,0.08644486839978889,0.10459317939889975,0.03562269127306452,0.023733580858643022,0.050881200169675296,0.0,0.057933315677211474,0.1567641333457545,0.45123629028609746,0.33238969964412374,0.2543366340192755,0.41422909675809905,0.006096840820003922,1.2923007296558153,0.5129209070011159,0.8217802068541792,-1.1783540225176774,-0.9473112760972163,3.6119550678972763,0.30512862913680006,43.42372881355932,{},718.3493884996154,105.95419984129784,0.00838104818568973,0.006386545116995673,0.01904004111319118,,,,,,,,
