threshold_R,n_episodes,n_steps,intervention_rate,residual_violation_rate,proximity_violation_rate,mean_q_value
0.0,12,5397,0.0,0.3440800444691495,0.2592180841208079,3.2402738294846105
1.0,12,5379,0.0007436326454731362,0.34355828220858897,0.2582264361405466,3.2370481952769627
1.5,12,5373,0.0011166945840312675,0.34226689000558347,0.2583286804392332,3.2379514138017984
2.0,12,5373,0.0011166945840312675,0.34226689000558347,0.2583286804392332,3.2379514138017984
2.25,12,5823,0.14631633178773829,0.32096857290056674,0.23767817276318048,2.815458598725579
2.5,12,9949,0.46999698462157,0.32073575233691826,0.23449592923911952,1.9120164299583564
2.75,12,11306,0.62665841146294,0.2924995577569432,0.24632938262869272,1.4810431230822536
3.0,12,12000,0.64525,0.219,0.16158333333333333,1.562213125187162
3.5,12,12000,0.8005833333333333,0.229,0.16341666666666665,2.131016066665973
4.0,12,12000,1.0,0.15316666666666667,0.121,3.290619308481614
