task,disruption,obs_mode,human_model,policy_kind,snapshot,filter_snapshot,filter_threshold,seeds,episodes_per_seed,n_episodes,n_steps,git_sha,timestamp_utc,success_rate,success_rate_ci_lo,success_rate_ci_hi,episode_reward_mean,episode_reward_ci_lo,episode_reward_ci_hi,mean_episode_length,steps_to_completion,steps_to_completion_ci_lo,steps_to_completion_ci_hi,ep_proximity_violation_rate,ep_proximity_violation_rate_ci_lo,ep_proximity_violation_rate_ci_hi,ep_ssm_violation_rate,ep_ssm_violation_actual_rate,ep_ssm_violation_actual_rate_ci_lo,ep_ssm_violation_actual_rate_ci_hi,ep_pfl_violation_rate,ep_time_in_proximity_0p3m,ep_time_in_proximity_0p5m,ep_time_in_proximity_1p0m,ep_min_separation,ep_min_separation_ci_lo,ep_min_separation_ci_hi,ep_min_separation_lowest,ep_mean_separation,ep_p5_separation,ep_p25_separation,ep_min_ssm_margin,ep_min_ssm_margin_actual,ep_max_robot_vel,ep_mean_robot_vel,ep_time_to_first_violation,pfl_violations_per_region_json,cvar95_ep_cost_integral,mean_ep_cost_integral,cvar95_ep_min_separation,p99_ep_min_separation,p5_ep_min_separation,filter_intervention_rate,filter_intervention_rate_ci_lo,filter_intervention_rate_ci_hi,filter_passthrough_rate,mean_per_episode_interventions,mean_q_value,n_interventions,filter_fallback
saucepan_to_hob,coworker_train,noisy,g1,cqn_as,exp_local/fixed_lambda/fixlam0p27/lam0p27_seed2/snapshot_28163.pt,,,"0,1,2",20,60,27080,dea89d1,2026-06-04T09:26:05.362016+00:00,0.6,0.4666666666666667,0.7166666666666667,-10.869900854057343,-13.831460917313272,-8.122571541813898,451.3333333333333,316.94444444444446,314.8611111111111,319.1111111111111,0.18600079709413153,0.13606189105731753,0.23884672069697843,0.26970506547475775,0.09285454813448513,0.06537402054154319,0.12672184355035154,0.0,0.18600079709413153,0.34066658661407734,0.6518928343584246,0.1686293270575561,0.123877046496897,0.21599974119968493,0.0018133344598257903,1.7407382199056989,0.27337069621033927,0.4966534565663631,-1.3074990313720536,-1.0782473929283953,3.6210673897013237,0.4848822581509689,39.35,{},457.239402760976,159.1861330237268,0.004250348249667211,0.0038747242148609133,0.00722785794170773,,,,,,,,
