threshold_R,n_episodes,n_steps,intervention_rate,residual_violation_rate,proximity_violation_rate,mean_q_value
0.0,5,5000,0.0,0.5374,0.0516,0.1766705509974011
2.5,5,5000,0.8674,0.0422,0.0,0.7965637633923267
