threshold_R,n_episodes,n_steps,intervention_rate,residual_violation_rate,proximity_violation_rate,mean_q_value
1.0,20,5000,0.0234,0.9796,0.0938,3.237876199960291
2.0,20,5000,0.2152,0.845,0.0912,2.660428401122093
3.0,20,5000,0.844,0.3298,0.0934,1.0973322627081818
4.0,20,5000,0.9552,0.0796,0.0636,1.449494311450475
5.0,20,5000,0.9688,0.063,0.0556,1.9725703689227143
6.0,20,5000,0.9838,0.029,0.05,2.4773295645074436
8.0,20,5000,0.9988,0.0252,0.05,3.1300073655901475
